Fund Holdings as of,"Apr 28, 2022"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"WRK","WESTROCK","Equity","0.03","49.98","4,586.00","229,208.28","229,208.28","Materials","US96145D1054","New York Stock Exchange Inc.","United States","USD"
"VST","VISTRA CORP","Equity","0.03","25.13","9,036.00","227,074.68","227,074.68","Utilities","US92840M1027","New York Stock Exchange Inc.","United States","USD"
"RHI","ROBERT HALF","Equity","0.03","101.81","2,228.00","226,832.68","226,832.68","Industrials","US7703231032","New York Stock Exchange Inc.","United States","USD"
"CTXS","CITRIX SYSTEMS INC","Equity","0.03","100.71","2,252.00","226,798.92","226,798.92","Information Technology","US1773761002","NASDAQ","United States","USD"
"RE","EVEREST RE GROUP LTD","Equity","0.03","282.66","797.00","225,280.02","225,280.02","Financials","BMG3223R1088","New York Stock Exchange Inc.","United States","USD"
"FFIV","F5 INC","Equity","0.03","175.91","1,278.00","224,812.98","224,812.98","Information Technology","US3156161024","NASDAQ","United States","USD"
"Y","ALLEGHANY CORP","Equity","0.03","841.69","264.00","222,206.16","222,206.16","Financials","US0171751003","New York Stock Exchange Inc.","United States","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Equity","0.03","83.46","2,662.00","222,170.52","222,170.52","Industrials","US0995021062","New York Stock Exchange Inc.","United States","USD"
"HAS","HASBRO INC","Equity","0.03","90.46","2,436.00","220,360.56","220,360.56","Consumer Discretionary","US4180561072","NASDAQ","United States","USD"
"CGNX","COGNEX CORP","Equity","0.03","69.82","3,129.00","218,466.78","218,466.78","Information Technology","US1924221039","NASDAQ","United States","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.03","513.11","425.00","218,071.75","218,071.75","Health Care","US0905722072","New York Stock Exchange Inc.","United States","USD"
"LNC","LINCOLN NATIONAL CORP","Equity","0.03","62.71","3,474.00","217,854.54","217,854.54","Financials","US5341871094","New York Stock Exchange Inc.","United States","USD"
"FICO","FAIR ISAAC CORP","Equity","0.03","385.38","559.00","215,427.42","215,427.42","Information Technology","US3032501047","New York Stock Exchange Inc.","United States","USD"
"NI","NISOURCE INC","Equity","0.03","30.06","7,158.00","215,169.48","215,169.48","Utilities","US65473P1057","New York Stock Exchange Inc.","United States","USD"
"AIZ","ASSURANT INC","Equity","0.03","186.22","1,141.00","212,477.02","212,477.02","Financials","US04621X1081","New York Stock Exchange Inc.","United States","USD"
"WHR","WHIRLPOOL CORP","Equity","0.03","185.28","1,143.00","211,775.04","211,775.04","Consumer Discretionary","US9633201069","New York Stock Exchange Inc.","United States","USD"
"RPM","RPM INTERNATIONAL INC","Equity","0.03","86.02","2,459.00","211,523.18","211,523.18","Materials","US7496851038","New York Stock Exchange Inc.","United States","USD"
"JNPR","JUNIPER NETWORKS INC","Equity","0.03","32.68","6,466.00","211,308.88","211,308.88","Information Technology","US48203R1041","New York Stock Exchange Inc.","United States","USD"
"PHM","PULTEGROUP INC","Equity","0.03","43.52","4,779.00","207,982.08","207,982.08","Consumer Discretionary","US7458671010","New York Stock Exchange Inc.","United States","USD"
"ROKU","ROKU INC CLASS A","Equity","0.03","91.63","2,239.00","205,159.57","205,159.57","Communication","US77543R1023","NASDAQ","United States","USD"
"GL","GLOBE LIFE INC","Equity","0.03","101.79","1,990.00","202,562.10","202,562.10","Financials","US37959E1029","New York Stock Exchange Inc.","United States","USD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.03","76.04","2,661.00","202,342.44","202,342.44","Industrials","US34964C1062","New York Stock Exchange Inc.","United States","USD"
"ALLE","ALLEGION PLC","Equity","0.03","119.20","1,697.00","202,282.40","202,282.40","Industrials","IE00BFRT3W74","New York Stock Exchange Inc.","United States","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.03","124.16","1,622.00","201,387.52","201,387.52","Health Care","US9139031002","New York Stock Exchange Inc.","United States","USD"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.03","55.10","3,560.00","196,156.00","196,156.00","Consumer Staples","US60871R2094","New York Stock Exchange Inc.","United States","USD"
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.03","271.53","721.00","195,773.13","195,773.13","Financials","US57060D1081","NASDAQ","United States","USD"
"PLUG","PLUG POWER INC","Equity","0.03","21.74","8,946.00","194,486.04","194,486.04","Industrials","US72919P2020","NASDAQ","United States","USD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Equity","0.03","6.62","29,100.00","192,642.00","192,642.00","Financials","US0357104092","New York Stock Exchange Inc.","United States","USD"
"ELAN","ELANCO ANIMAL HEALTH INC","Equity","0.03","25.65","7,468.00","191,554.20","191,554.20","Health Care","US28414H1032","New York Stock Exchange Inc.","United States","USD"
"EQH","EQUITABLE HOLDINGS INC","Equity","0.03","29.73","6,406.00","190,450.38","190,450.38","Financials","US29452E1010","New York Stock Exchange Inc.","United States","USD"
"WTRG","ESSENTIAL UTILITIES INC","Equity","0.03","46.48","4,091.00","190,149.68","190,149.68","Utilities","US29670G1022","New York Stock Exchange Inc.","United States","USD"
"BWA","BORGWARNER INC","Equity","0.03","37.59","5,017.00","188,589.03","188,589.03","Consumer Discretionary","US0997241064","New York Stock Exchange Inc.","United States","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Equity","0.03","40.77","4,619.00","188,316.63","188,316.63","Financials","US31620R3030","New York Stock Exchange Inc.","United States","USD"
"BKI","BLACK KNIGHT INC","Equity","0.03","66.23","2,826.00","187,165.98","187,165.98","Information Technology","US09215C1053","New York Stock Exchange Inc.","United States","USD"
"SEE","SEALED AIR CORP","Equity","0.03","66.12","2,807.00","185,598.84","185,598.84","Materials","US81211K1007","New York Stock Exchange Inc.","United States","USD"
"MTN","VAIL RESORTS INC","Equity","0.03","258.03","718.00","185,265.54","185,265.54","Consumer Discretionary","US91879Q1094","New York Stock Exchange Inc.","United States","USD"
"OC","OWENS CORNING","Equity","0.03","91.96","2,005.00","184,379.80","184,379.80","Industrials","US6907421019","New York Stock Exchange Inc.","United States","USD"
"EXAS","EXACT SCIENCES CORP","Equity","0.02","57.53","3,183.00","183,117.99","183,117.99","Health Care","US30063P1057","NASDAQ","United States","USD"
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.02","142.65","1,281.00","182,734.65","182,734.65","Financials","US0259321042","New York Stock Exchange Inc.","United States","USD"
"LUMN","LUMEN TECHNOLOGIES INC","Equity","0.02","10.53","17,350.00","182,695.50","182,695.50","Communication","US5502411037","New York Stock Exchange Inc.","United States","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.02","218.08","825.00","179,916.00","179,916.00","Industrials","US4464131063","New York Stock Exchange Inc.","United States","USD"
"DASH","DOORDASH INC CLASS A","Equity","0.02","87.39","2,045.00","178,712.55","178,712.55","Consumer Discretionary","US25809K1051","New York Stock Exchange Inc.","United States","USD"
"WBS","WEBSTER FINANCIAL CORP","Equity","0.02","51.24","3,427.00","175,599.48","175,599.48","Financials","US9478901096","New York Stock Exchange Inc.","United States","USD"
"ARMK","ARAMARK","Equity","0.02","37.57","4,674.00","175,602.18","175,602.18","Consumer Discretionary","US03852U1060","New York Stock Exchange Inc.","United States","USD"
"ARW","ARROW ELECTRONICS INC","Equity","0.02","119.35","1,421.00","169,596.35","169,596.35","Information Technology","US0427351004","New York Stock Exchange Inc.","United States","USD"
"CPB","CAMPBELL SOUP","Equity","0.02","48.27","3,495.00","168,703.65","168,703.65","Consumer Staples","US1344291091","New York Stock Exchange Inc.","United States","USD"
"XRAY","DENTSPLY SIRONA INC","Equity","0.02","40.19","4,183.00","168,114.77","168,114.77","Health Care","US24906P1093","NASDAQ","United States","USD"
"HEIA","HEICO CORP CLASS A","Equity","0.02","118.16","1,421.00","167,905.36","167,905.36","Industrials","US4228062083","New York Stock Exchange Inc.","United States","USD"
"NWL","NEWELL BRANDS INC","Equity","0.02","23.03","7,273.00","167,497.19","167,497.19","Consumer Discretionary","US6512291062","NASDAQ","United States","USD"
"DVA","DAVITA INC","Equity","0.02","109.91","1,521.00","167,173.11","167,173.11","Health Care","US23918K1088","New York Stock Exchange Inc.","United States","USD"
"NRG","NRG ENERGY INC","Equity","0.02","37.15","4,441.00","164,983.15","164,983.15","Utilities","US6293775085","New York Stock Exchange Inc.","United States","USD"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Equity","0.02","161.19","1,006.00","162,157.14","162,157.14","Health Care","IE00B4Q5ZN47","NASDAQ","United States","USD"
"MSIFT","CASH COLLATERAL USD MSIFT","Cash Collateral and Margins","0.02","100.00","162,000.00","162,000.00","162,000.00","Cash and/or Derivatives","-","-","United States","USD"
"LYFT","LYFT INC CLASS A","Equity","0.02","33.56","4,813.00","161,524.28","161,524.28","Industrials","US55087P1049","NASDAQ","United States","USD"
"PNR","PENTAIR","Equity","0.02","53.02","2,966.00","157,257.32","157,257.32","Industrials","IE00BLS09M33","New York Stock Exchange Inc.","United States","USD"
"BEN","FRANKLIN RESOURCES INC","Equity","0.02","25.95","5,987.00","155,362.65","155,362.65","Financials","US3546131018","New York Stock Exchange Inc.","United States","USD"
"AOS","A O SMITH CORP","Equity","0.02","59.87","2,594.00","155,302.78","155,302.78","Industrials","US8318652091","New York Stock Exchange Inc.","United States","USD"
"DAL","DELTA AIR LINES INC","Equity","0.02","44.33","3,493.00","154,844.69","154,844.69","Industrials","US2473617023","New York Stock Exchange Inc.","United States","USD"
"LII","LENNOX INTERNATIONAL INC","Equity","0.02","222.99","689.00","153,640.11","153,640.11","Industrials","US5261071071","New York Stock Exchange Inc.","United States","USD"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Equity","0.02","664.66","231.00","153,536.46","153,536.46","Financials","US31946M1036","NASDAQ","United States","USD"
"NBIX","NEUROCRINE BIOSCIENCES INC","Equity","0.02","91.68","1,639.00","150,263.52","150,263.52","Health Care","US64125C1099","NASDAQ","United States","USD"
"LEA","LEAR CORP","Equity","0.02","130.33","1,144.00","149,097.52","149,097.52","Consumer Discretionary","US5218652049","New York Stock Exchange Inc.","United States","USD"
"CDAY","CERIDIAN HCM HOLDING INC","Equity","0.02","57.97","2,533.00","146,838.01","146,838.01","Information Technology","US15677J1088","New York Stock Exchange Inc.","United States","USD"
"MHK","MOHAWK INDUSTRIES INC","Equity","0.02","130.78","1,119.00","146,342.82","146,342.82","Consumer Discretionary","US6081901042","New York Stock Exchange Inc.","United States","USD"
"LCID","LUCID GROUP INC","Equity","0.02","18.89","7,676.00","144,999.64","144,999.64","Consumer Discretionary","US5494981039","NASDAQ","United States","USD"
"IVZ","INVESCO LTD","Equity","0.02","19.30","7,434.00","143,476.20","143,476.20","Financials","BMG491BT1088","New York Stock Exchange Inc.","United States","USD"
"DT","DYNATRACE INC","Equity","0.02","40.34","3,541.00","142,843.94","142,843.94","Information Technology","US2681501092","New York Stock Exchange Inc.","United States","USD"
"WU","WESTERN UNION","Equity","0.02","19.17","7,447.00","142,758.99","142,758.99","Information Technology","US9598021098","New York Stock Exchange Inc.","United States","USD"
"DISH","DISH NETWORK CORP CLASS A","Equity","0.02","30.52","4,665.00","142,375.80","142,375.80","Communication","US25470M1099","NASDAQ","United States","USD"
"ROL","ROLLINS INC","Equity","0.02","34.43","4,127.00","142,092.61","142,092.61","Industrials","US7757111049","New York Stock Exchange Inc.","United States","USD"
"UGI","UGI CORP","Equity","0.02","35.66","3,976.00","141,784.16","141,784.16","Utilities","US9026811052","New York Stock Exchange Inc.","United States","USD"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Equity","0.02","24.57","5,729.00","140,761.53","140,761.53","Communication","GB00B8W67B19","NASDAQ","United States","USD"
"BSY","BENTLEY SYSTEMS INC CLASS B","Equity","0.02","43.49","3,227.00","140,342.23","140,342.23","Information Technology","US08265T2087","NASDAQ","United States","USD"
"GWRE","GUIDEWIRE SOFTWARE INC","Equity","0.02","89.61","1,560.00","139,791.60","139,791.60","Information Technology","US40171V1008","New York Stock Exchange Inc.","United States","USD"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Equity","0.02","46.38","2,986.00","138,490.68","138,490.68","Industrials","GB00BFMBMT84","New York Stock Exchange Inc.","United States","USD"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.02","42.87","3,223.00","138,170.01","138,170.01","Communication","US5312296073","NASDAQ","United States","USD"
"AMC","AMC ENTERTAINMENT HOLDINGS INC CLA","Equity","0.02","15.64","8,757.00","136,959.48","136,959.48","Communication","US00165C1045","New York Stock Exchange Inc.","United States","USD"
"IAC","IAC INTERACTIVE","Equity","0.02","87.06","1,572.00","136,858.32","136,858.32","Communication","US44891N2080","NASDAQ","United States","USD"
"SIRI","SIRIUS XM HOLDINGS INC","Equity","0.02","6.31","21,452.00","135,362.12","135,362.12","Communication","US82968B1035","NASDAQ","United States","USD"
"SEIC","SEI INVESTMENTS","Equity","0.02","57.80","2,329.00","134,616.20","134,616.20","Financials","US7841171033","NASDAQ","United States","USD"
"NWSA","NEWS CORP CLASS A","Equity","0.02","20.42","6,545.00","133,648.90","133,648.90","Communication","US65249B1098","NASDAQ","United States","USD"
"TW","TRADEWEB MARKETS INC CLASS A","Equity","0.02","75.25","1,744.00","131,236.00","131,236.00","Financials","US8926721064","NASDAQ","United States","USD"
"LUV","SOUTHWEST AIRLINES","Equity","0.02","46.90","2,763.00","129,584.70","129,584.70","Industrials","US8447411088","New York Stock Exchange Inc.","United States","USD"
"RNG","RINGCENTRAL INC CLASS A","Equity","0.02","87.44","1,479.00","129,323.76","129,323.76","Information Technology","US76680R2067","New York Stock Exchange Inc.","United States","USD"
"CABO","CABLE ONE INC","Equity","0.02","1,252.39","103.00","128,996.17","128,996.17","Communication","US12685J1051","New York Stock Exchange Inc.","United States","USD"
"NVCR","NOVOCURE LTD","Equity","0.02","77.18","1,638.00","126,420.84","126,420.84","Health Care","JE00BYSS4X48","NASDAQ","United States","USD"
"DBX","DROPBOX INC CLASS A","Equity","0.02","22.46","5,571.00","125,124.66","125,124.66","Information Technology","US26210C1045","NASDAQ","United States","USD"
"WYNN","WYNN RESORTS LTD","Equity","0.02","70.74","1,767.00","124,997.58","124,997.58","Consumer Discretionary","US9831341071","NASDAQ","United States","USD"
"AVLR","AVALARA INC","Equity","0.02","78.81","1,560.00","122,943.60","122,943.60","Information Technology","US05338G1067","New York Stock Exchange Inc.","United States","USD"
"Z","ZILLOW GROUP INC CLASS C","Equity","0.02","41.06","2,933.00","120,428.98","120,428.98","Real Estate","US98954M2008","NASDAQ","United States","USD"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.02","49.18","2,398.00","117,933.64","117,933.64","Industrials","US4990491049","New York Stock Exchange Inc.","United States","USD"
"MASI","MASIMO CORP","Equity","0.02","118.26","985.00","116,486.10","116,486.10","Health Care","US5747951003","NASDAQ","United States","USD"
"COUP","COUPA SOFTWARE INC","Equity","0.02","90.41","1,278.00","115,543.98","115,543.98","Information Technology","US22266L1061","NASDAQ","United States","USD"
"HEI","HEICO CORP","Equity","0.02","144.22","798.00","115,087.56","115,087.56","Industrials","US4228061093","New York Stock Exchange Inc.","United States","USD"
"VNO","VORNADO REALTY TRUST REIT","Equity","0.02","40.46","2,773.00","112,195.58","112,195.58","Real Estate","US9290421091","New York Stock Exchange Inc.","United States","USD"
"W","WAYFAIR INC CLASS A","Equity","0.01","83.39","1,318.00","109,908.02","109,908.02","Consumer Discretionary","US94419L1017","New York Stock Exchange Inc.","United States","USD"
"AGNC","AGNC INVESTMENT REIT CORP","Equity","0.01","11.47","9,456.00","108,460.32","108,460.32","Financials","US00123Q1040","NASDAQ","United States","USD"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Equity","0.01","32.18","3,288.00","105,807.84","105,807.84","Consumer Discretionary","US76954A1034","NASDAQ","United States","USD"
"CG","CARLYLE GROUP INC","Equity","0.01","38.48","2,668.00","102,664.64","102,664.64","Financials","US14316J1088","NASDAQ","United States","USD"
"CLVT","CLARIVATE PLC","Equity","0.01","16.00","6,303.00","100,848.00","100,848.00","Industrials","JE00BJJN4441","New York Stock Exchange Inc.","United States","USD"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Equity","0.01","31.21","3,189.00","99,528.69","99,528.69","Information Technology","US00827B1061","NASDAQ","United States","USD"
"GBP","GBP CASH","Cash","0.01","124.40","79,741.00","99,194.19","99,194.19","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"FOX","FOX CORP CLASS B","Equity","0.01","33.92","2,806.00","95,179.52","95,179.52","Communication","US35137L2043","NASDAQ","United States","USD"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Equity","0.01","23.62","3,942.00","93,110.04","93,110.04","Communication","GB00B8W67662","NASDAQ","United States","USD"
"COIN","COINBASE GLOBAL INC CLASS A","Equity","0.01","122.69","723.00","88,704.87","88,704.87","Financials","US19260Q1076","NASDAQ","United States","USD"
"CVNA","CARVANA CLASS A","Equity","0.01","64.37","1,352.00","87,028.24","87,028.24","Consumer Discretionary","US1468691027","New York Stock Exchange Inc.","United States","USD"
"TDOC","TELADOC HEALTH INC","Equity","0.01","33.51","2,585.00","86,623.35","86,623.35","Health Care","US87918A1051","New York Stock Exchange Inc.","United States","USD"
"DKNG","DRAFTKINGS INC CLASS A","Equity","0.01","14.10","6,091.00","85,883.10","85,883.10","Consumer Discretionary","US26142R1041","NASDAQ","United States","USD"
"PTON","PELOTON INTERACTIVE CLASS A INC","Equity","0.01","18.47","4,629.00","85,497.63","85,497.63","Consumer Discretionary","US70614W1009","NASDAQ","United States","USD"
"ERIE","ERIE INDEMNITY CLASS A","Equity","0.01","168.62","476.00","80,263.12","80,263.12","Financials","US29530P1021","NASDAQ","United States","USD"
"UHAL","AMERCO","Equity","0.01","546.68","141.00","77,081.88","77,081.88","Industrials","US0235861004","NASDAQ","United States","USD"
"U","UNITY SOFTWARE INC","Equity","0.01","69.93","1,068.00","74,685.24","74,685.24","Information Technology","US91332U1016","New York Stock Exchange Inc.","United States","USD"
"TXG","10X GENOMICS INC CLASS A","Equity","0.01","49.99","1,399.00","69,936.01","69,936.01","Health Care","US88025U1097","NASDAQ","United States","USD"
"RUN","SUNRUN INC","Equity","0.01","20.44","3,292.00","67,288.48","67,288.48","Industrials","US86771W1053","NASDAQ","United States","USD"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.01","42.75","1,563.00","66,818.25","66,818.25","Communication","US5312294094","NASDAQ","United States","USD"
"IPGP","IPG PHOTONICS CORP","Equity","0.01","95.14","678.00","64,504.92","64,504.92","Information Technology","US44980X1090","NASDAQ","United States","USD"
"SOFI","SOFI TECHNOLOGIES INC","Equity","0.01","6.45","9,793.00","63,164.85","63,164.85","Financials","US83406F1021","NASDAQ","United States","USD"
"UPST","UPSTART HOLDINGS INC","Equity","0.01","78.10","787.00","61,464.70","61,464.70","Financials","US91680M1071","NASDAQ","United States","USD"
"NVAX","NOVAVAX INC","Equity","0.01","44.27","1,325.00","58,657.75","58,657.75","Health Care","US6700024010","NASDAQ","United States","USD"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Equity","0.01","113.56","482.00","54,735.92","54,735.92","Communication","US5303071071","NASDAQ","United States","USD"
"CHWY","CHEWY INC CLASS A","Equity","0.01","32.26","1,441.00","46,486.66","46,486.66","Consumer Discretionary","US16679L1098","New York Stock Exchange Inc.","United States","USD"
"ZG","ZILLOW GROUP INC CLASS A","Equity","0.01","39.61","1,143.00","45,274.23","45,274.23","Real Estate","US98954M1018","NASDAQ","United States","USD"
"ASAN","ASANA INC CLASS A","Equity","0.00","28.77","1,271.00","36,566.67","36,566.67","Information Technology","US04342Y1047","New York Stock Exchange Inc.","United States","USD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Equity","0.00","10.09","3,432.00","34,628.88","34,628.88","Financials","US7707001027","NASDAQ","United States","USD"
"CAD","CAD CASH","Cash","0.00","77.90","927.00","722.14","722.14","Cash and/or Derivatives","-","-","Canada","CAD"
"ESM2","S&P500 EMINI JUN 22","Futures","0.00","4,283.50","13.00","0.00","2,784,275.00","Cash and/or Derivatives","-","Index And Options Market","-","USD"
 
